tweet,task,preprocessed,gpe_count,org_count,sentence_count,pos_tagged,noun
"@USER @USER @USER Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day.""",OFF,"user bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl. all you did was assume and demand proof, i provided. you provided 'your say so. in terms of debating, you lost. have a nice day.""",0.0,0.0,0.3125,user_PROPN bret_PROPN maybe_ADV run_VERB away_ADV pretend_VERB expert_NOUN got_AUX pound_VERB submission_NOUN girl_NOUN assume_VERB demand_VERB proof_NOUN provide_VERB provide_VERB term_NOUN debate_VERB lose_VERB nice_ADJ day_NOUN,user bret expert submission girl proof term day
@USER #1standLast I believe @USER just asked Vontae Davis if he is going to play another game this season.   URL via @USER,NOT,user 1standlast i believe user just asked vontae davis if he is going to play another game this season. url via user,0.0,0.11764705882352941,0.125,user_NOUN 1standlast_NUM believe_VERB user_NOUN ask_VERB vontae_PROPN davis_PROPN go_VERB play_VERB game_NOUN season_NOUN url_ADJ user_NOUN,user user vontae davis game season user
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed and she is truly breathtaking and amazing woman to follow,NOT,user followed and she is truly breathtaking and amazing woman to follow,0.0,0.0,0.0625,user_NOUN follow_VERB truly_ADV breathtaking_ADJ amazing_ADJ woman_NOUN follow_VERB,user woman
@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat,OFF,user what part of no collusion don't you get ? ? ? this is why you are a dumocrat,0.0,0.0,0.125,user_NOUN collusion_NOUN dumocrat_NOUN,user collusion dumocrat
@USER 'Why people who are a particular leaning?' - this implies that there is a specific effort against conservatives which I have not seen any actual evidence of. (Presidential tweets and cherry picking tweets do not count),NOT,user 'why people who are a particular leaning ?' - this implies that there is a specific effort against conservatives which i have not seen any actual evidence of. (presidential tweets and cherry picking tweets do not count),0.0,0.058823529411764705,0.125,user_NOUN people_NOUN particular_ADJ leaning_NOUN imply_VERB specific_ADJ effort_NOUN conservative_NOUN see_VERB actual_ADJ evidence_NOUN presidential_ADJ tweet_NOUN cherry_NOUN pick_VERB tweet_NOUN count_VERB,user people leaning effort conservative evidence tweet cherry tweet
@USER She is a Republican hypocrite!,OFF,user she is a republican hypocrite !,0.0,0.058823529411764705,0.0625,user_NOUN republican_ADJ hypocrite_NOUN,user hypocrite
@USER He is such a good dude! Where do you work?,NOT,user he is such a good dude ! where do you work ?,0.0,0.058823529411764705,0.125,user_NOUN good_ADJ dude_NOUN work_VERB,user dude
@USER LOL. What’s failing miserably is this 11th hour ambush by the liberals. Every minute #ChristinaBlaseyFord refuses to commit to appearing she and people like you lose credibility. I love it!! 😂😂 #tcot #p2,OFF,user lol. what’s failing miserably is this 11th hour ambush by the liberals. every minute christinablaseyford refuses to commit to appearing she and people like you lose credibility. i love it ! ! 😂😂 tcot p2,0.0,0.058823529411764705,0.3125,user_PROPN lol_PROPN fail_VERB miserably_ADV 11th_ADJ hour_NOUN ambush_NOUN liberal_NOUN minute_NOUN christinablaseyford_NOUN refuse_VERB commit_VERB appear_VERB people_NOUN like_ADP lose_VERB credibility_NOUN love_VERB 😂_PROPN 😂_PROPN tcot_PROPN p2_VERB,user lol hour ambush liberal minute christinablaseyford people credibility 😂 😂 tcot
"@USER @USER #WhyRWPreachesRacism #RWLuciferianCult I keep saying and its not simply rhetoric... These people are not by ANY Bible definition CHRISTIAN anymore than the Christian"" CONservatives who attended public lynchings of blacks often held as public spectacles on Sunday after ""Church"" URL",NOT,"user whyrwpreachesracism rwluciferiancult i keep saying and its not simply rhetoric... these people are not by any bible definition christian anymore than the christian"" conservatives who attended public lynchings of blacks often held as public spectacles on sunday after ""church"" url",0.0,0.0,0.125,user_PROPN whyrwpreachesracism_PROPN rwluciferiancult_PROPN say_VERB simply_ADV rhetoric_VERB people_NOUN bible_ADJ definition_NOUN christian_NOUN anymore_ADV christian_ADJ conservative_NOUN attend_VERB public_ADJ lynching_NOUN black_NOUN hold_VERB public_ADJ spectacle_NOUN sunday_PROPN church_NOUN url_NOUN,user whyrwpreachesracism rwluciferiancult people definition christian conservative lynching black spectacle sunday church url
@USER Yee yee,NOT,user yee yee,0.0,0.0,0.0625,user_PROPN yee_PROPN yee_PROPN,user yee yee
@USER He should be removed with the rest of the islamic invaders.,OFF,user he should be removed with the rest of the islamic invaders.,0.0,0.058823529411764705,0.0625,user_NOUN remove_VERB rest_NOUN islamic_ADJ invader_NOUN,user rest invader
@USER @USER HE IS BEST OF THE BEST! BARUN SOBTI,NOT,user he is best of the best ! barun sobti,0.0,0.058823529411764705,0.125,user_NOUN good_ADJ good_ADJ barun_VERB sobti_NOUN,user sobti
@USER Die bitch,OFF,user die bitch,0.0,0.0,0.0625,user_NOUN die_VERB bitch_NOUN,user bitch
@USER He does have a magic wand and he does know what to do.,NOT,user he does have a magic wand and he does know what to do.,0.0,0.058823529411764705,0.0625,user_NOUN magic_ADJ wand_NOUN know_VERB,user wand
@USER @USER @USER @USER 💀😂😂 you for buy give we all,NOT,user 💀😂😂 you for buy give we all,0.0,0.0,0.0625,user_PROPN 💀_SPACE 😂_VERB 😂_VERB buy_NOUN,user buy
@USER She is a hot one 🔥🔥🔥,NOT,user she is a hot one 🔥🔥🔥,0.0,0.058823529411764705,0.0625,user_NOUN hot_ADJ 🔥_NOUN 🔥_NOUN 🔥_NOUN,user 🔥 🔥 🔥
@USER Surprised because they look like females in Antifa.,NOT,user surprised because they look like females in antifa.,0.2,0.0,0.0625,user_NOUN surprise_VERB look_VERB like_ADP female_NOUN antifa_PROPN,user female antifa
@USER Correct me if I`m wrong wasn`t she playing a women???   Who was also a minority who was Asian.  The way she is talking she play a man.,NOT,user correct me if i`m wrong wasn`t she playing a women ? ? ? who was also a minority who was asian. the way she is talking she play a man.,0.0,0.058823529411764705,0.1875,user_NOUN correct_VERB i`m_PROPN wrong_ADJ wasn`t_VERB play_VERB woman_NOUN minority_NOUN asian_ADJ way_NOUN talk_VERB play_VERB man_NOUN,user i`m woman minority way man
"@USER @USER @USER @USER I have indeed.A watered down needy statement. Not the robust condemnation in no equivocal terms one would expect. It begins with We note with disappointment..."" Such a diluted response suggests one thing: fear of the #Tories who clearly show no gratitude for your help &amp; support.""",NOT,"user i have indeed.a watered down needy statement. not the robust condemnation in no equivocal terms one would expect. it begins with we note with disappointment..."" such a diluted response suggests one thing: fear of the tories who clearly show no gratitude for your help &amp; support.""",0.0,0.0,0.25,user_NOUN indeed.a_NOUN water_VERB needy_ADJ statement_NOUN robust_ADJ condemnation_NOUN equivocal_ADJ term_NOUN expect_VERB begin_VERB note_VERB disappointment_NOUN diluted_ADJ response_NOUN suggest_VERB thing_NOUN fear_NOUN tory_NOUN clearly_ADV gratitude_NOUN help_NOUN amp_PROPN support_NOUN,user indeed.a statement condemnation term disappointment response thing fear tory gratitude help amp support
#realDonaldTrump You've been rather quiet today. I hope that you have spent some time thinking about your endgame with Vlad. I know you probably know this but you are very expendable to him. When we take the country back what will you do?He will not be happy with you! Ponder this,NOT,realdonaldtrump you've been rather quiet today. i hope that you have spent some time thinking about your endgame with vlad. i know you probably know this but you are very expendable to him. when we take the country back what will you do ?he will not be happy with you ! ponder this,0.2,0.0,0.375,realdonaldtrump_VERB quiet_ADJ today_NOUN hope_VERB spend_VERB time_NOUN think_VERB endgame_NOUN vlad_NOUN know_VERB probably_ADV know_VERB expendable_ADJ country_NOUN happy_ADJ ponder_VERB,today time endgame vlad country
@USER I'm honestly not surprised coming from the school you are in. Why would you be vaping. I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.,OFF,user i'm honestly not surprised coming from the school you are in. why would you be vaping. i noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.,0.0,0.058823529411764705,0.1875,user_PROPN honestly_ADV surprised_ADJ come_VERB school_NOUN vape_VERB notice_VERB like_VERB accuse_VERB lot_NOUN stupid_ADJ stuff_NOUN let_VERB,user school lot stuff
@USER So sister fucker...name one single thing Obama said that was inappropriate?,OFF,user so sister fucker...name one single thing obama said that was inappropriate ?,0.0,0.058823529411764705,0.0625,user_PROPN sister_PROPN fucker_PROPN single_ADJ thing_NOUN obama_NOUN say_VERB inappropriate_ADJ,user sister fucker thing obama
.@USER If his Constituents support him they are as craven as he is. If they don't they need to VOTE HIM OUT! URL,OFF,.user if his constituents support him they are as craven as he is. if they don't they need to vote him out ! url,0.0,0.0,0.25,.user_X constituent_NOUN support_VERB craven_ADJ need_VERB vote_VERB url_NOUN,constituent url
@USER What?  All 12 of them?  What about the terrorists Antifa?  Farrakhan’s hateful and racist thugs?  BLM criminals?  Black Panthers?  Those groups have NO place either!,OFF,user what ? all 12 of them ? what about the terrorists antifa ? farrakhan’s hateful and racist thugs ? blm criminals ? black panthers ? those groups have no place either !,0.0,0.23529411764705882,0.4375,user_NOUN 12_NUM terrorist_NOUN antifa_PROPN farrakhan_PROPN hateful_ADJ racist_ADJ thug_NOUN blm_VERB criminal_NOUN black_ADJ panther_NOUN group_NOUN place_NOUN,user terrorist antifa farrakhan thug criminal panther group place
@USER @USER @USER @USER He is great! Awesome songs... I love walk on by and what it is best!,NOT,user he is great ! awesome songs... i love walk on by and what it is best !,0.0,0.0,0.1875,user_NOUN great_ADJ awesome_ADJ song_NOUN love_VERB walk_VERB good_ADJ,user song
A mood. URL,NOT,a mood. url,0.0,0.0,0.125,mood_NOUN url_PROPN,mood url
@USER Another illegal,OFF,user another illegal,0.0,0.058823529411764705,0.0625,user_NOUN illegal_ADJ,user
@USER Here she is @USER 😞,NOT,user here she is user 😞,0.0,0.058823529411764705,0.0625,user_NOUN user_NOUN 😞_NUM,user user
@USER Literally Sam is quitting smoking mid competition and obviously having some mood swings from it. She is a fantastic human being and you’re portraying her as shit and portraying JC as a cute little dude when he groped Tyler in his sleep. Shame.,OFF,user literally sam is quitting smoking mid competition and obviously having some mood swings from it. she is a fantastic human being and you’re portraying her as shit and portraying jc as a cute little dude when he groped tyler in his sleep. shame.,0.0,0.11764705882352941,0.1875,user_NOUN literally_ADV sam_PROPN quit_VERB smoke_VERB mid_ADJ competition_NOUN obviously_ADV have_VERB mood_NOUN swing_NOUN fantastic_ADJ human_ADJ portray_VERB shit_NOUN portray_VERB jc_PROPN cute_ADJ little_ADJ dude_NOUN grope_VERB tyler_NOUN sleep_NOUN shame_NOUN,user sam competition mood swing shit jc dude tyler sleep shame
@USER @USER Maxine needs to consult a shrink coz she is suffering from trump syndrome,OFF,user maxine needs to consult a shrink coz she is suffering from trump syndrome,0.0,0.058823529411764705,0.0625,user_PROPN maxine_PROPN need_VERB consult_VERB shrink_NOUN coz_NOUN suffer_VERB trump_NOUN syndrome_NOUN,user maxine shrink coz trump syndrome
@USER Fast and furious criminal should be behind bars.,OFF,user fast and furious criminal should be behind bars.,0.0,0.058823529411764705,0.0625,user_PROPN fast_ADJ furious_ADJ criminal_NOUN bar_NOUN,user criminal bar
@USER @USER Umm she is a reporter asking a question. The Senator is acting like a baby. Is this really what adults act like? Shame on you CBS. Shame.,OFF,user umm she is a reporter asking a question. the senator is acting like a baby. is this really what adults act like ? shame on you cbs. shame.,0.0,0.058823529411764705,0.3125,user_PROPN umm_PROPN reporter_NOUN ask_VERB question_NOUN senator_NOUN act_VERB like_ADP baby_NOUN adult_NOUN act_VERB like_ADP shame_NOUN cbs_PROPN shame_PROPN,user umm reporter question senator baby adult shame cbs shame
@USER @USER well uk had gun control and were over here fighting for it for the past like 4 years so,NOT,user well uk had gun control and were over here fighting for it for the past like 4 years so,0.0,0.058823529411764705,0.0625,user_PROPN uk_PROPN gun_NOUN control_NOUN fight_VERB past_NOUN like_INTJ 4_NUM year_NOUN,user uk gun control past year
